Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,src_nunique_dst_port,src_nunique_dst_ip,src_count,dst_nunique_src_ip,dst_nunique_src_port,ratio_fwd_bwd_pkts,ratio_fwd_bwd_bytes,ratio_duration_per_pkt,src_dst_ip_ratio,src_dst_port_ratio,pkt_len_cv,flow_iat_cv,duration_zscore,pkt_len_mean_zscore,Protocol,Src Port,Dst Port,Src IP,Dst IP,Timestamp,Activity
314,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9554.140127388537,157.0,219.2031021678297,312.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3184.7133757961783,6369.426751592357,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,14480,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7078,5861,59.166.0.6,149.171.126.6,18/02/2015 02:58:54 AM,Normal
348,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8620.689655172413,174.0,243.24473272817235,346.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2873.5632183908046,5747.126436781609,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44926,80,59.166.0.7,149.171.126.5,17/02/2015 09:22:53 PM,Normal
19565,4,4,456.0,200.0,114.0,114.0,114.0,0.0,52.0,48.0,50.0,2.309401076758502,33529.26143623818,408.8934321492461,2795.0,4978.275973333205,13189.0,3.0,18530.0,6176.666666666666,10688.774501004937,18519.0,3.0,14230.0,4743.333333333334,8207.034320223922,14220.0,3.0,0,0,0,0,32,32,204.44671607462303,204.44671607462303,48.0,114.0,85.55555555555556,33.76059504478228,1139.7777777777778,0,0,0,0,0,0,0,0,1.0,96.25,114.0,50.0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54424,111,59.166.0.5,149.171.126.5,18/02/2015 03:11:49 AM,Normal
88093,21,19,902.0,870.0,270.0,0.0,42.95238095238096,82.62050362378348,381.0,0.0,45.78947368421053,118.47108364836843,20115.10562700782,454.0655897744429,2258.794871794872,8025.071687430217,45562.0,1.0,87721.0,4386.049999999999,10993.963580433345,45562.0,1.0,87466.0,4859.222222222222,11719.234253018589,46483.0,1.0,0,0,0,0,680,616,238.3844346315825,215.6811551428604,0.0,381.0,43.21951219512196,98.88819752506411,9778.875609756098,2,4,0,18,38,0,0,0,0.0,44.3,42.95238095238095,45.78947368421053,0,0,0,0,5792,13032,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11217,5190,59.166.0.9,149.171.126.4,18/02/2015 06:14:03 AM,Normal
1059,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,200188.85741265345,3777.1482530689327,353.0,595.8254778036938,1041.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,16,16,1888.5741265344664,1888.5741265344664,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44640,53,59.166.0.6,149.171.126.8,18/02/2015 12:53:33 AM,Normal
462201,6,5,2232.0,0.0,1116.0,0.0,372.0,576.2999219156636,0.0,0.0,0.0,0.0,4829.067873068211,23.79916962533617,46220.1,79062.73054908853,257867.0,9.0,135864.0,27172.8,44820.3254807459,103287.0,11.0,415383.0,103845.75,165220.59468757722,346904.0,9.0,0,0,0,0,152,116,12.981365250183362,10.817804375152802,0.0,1116.0,186.0,434.4024108421298,188705.45454545456,1,4,0,0,9,0,0,0,0.0,202.9090909090909,372.0,0.0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33254,1723,175.45.176.2,149.171.126.13,22/01/2015 08:21:36 AM,Fuzzers
358,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8379.888268156425,179.0,250.31580054003783,356.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2793.296089385475,5586.59217877095,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,50680,47784,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26135,143,59.166.0.8,149.171.126.2,18/02/2015 04:19:06 AM,Normal
1106,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,191681.73598553345,3616.636528028933,368.6666666666666,623.8271662354352,1089.0,8.0,9.0,9.0,0.0,9.0,9.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,16,16,1808.3182640144664,1808.3182640144664,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17432,53,59.166.0.0,149.171.126.1,18/02/2015 03:42:11 AM,Normal
315,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9523.809523809525,157.5,218.4959953866432,312.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,3174.6031746031745,6349.206349206349,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,21720,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32956,31075,59.166.0.2,149.171.126.0,22/01/2015 06:54:30 PM,Normal
87067,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.42703894701781,21766.75,43146.97863022006,86486.0,4.0,86495.0,43247.5,61148.47311666907,86486.0,9.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,60,40,34.456223368210686,22.970815578807123,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80,52302,149.171.126.14,175.45.176.3,18/02/2015 05:51:32 AM,Normal
9597,34,35,454.0,14380.0,66.0,0.0,13.35294117647059,21.883828750570903,1300.0,0.0,410.8571428571428,580.9988935322633,1545691.361883922,7189.746795873711,141.13235294117646,285.94900413800246,1844.0,0.0,7413.0,224.63636363636363,353.8145540199889,1192.0,0.0,9088.0,267.2941176470588,467.47928357351833,2070.0,0.0,0,0,0,0,1096,1128,3542.7737834740024,3646.973012399708,0.0,1300.0,211.9142857142857,454.6616114786699,206717.18095238096,1,4,0,34,67,0,0,0,1.0,214.9855072463768,13.352941176470589,410.8571428571428,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44097,12832,59.166.0.0,149.171.126.7,18/02/2015 12:50:27 AM,Normal
1012,2,2,74.0,106.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,177865.61264822131,3952.569169960474,337.33333333333337,573.0203603130811,999.0,6.0,7.0,7.0,0.0,7.0,7.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,16,16,1976.284584980237,1976.284584980237,37.0,53.0,43.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,54.25,37.0,53.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40700,53,59.166.0.3,149.171.126.4,17/02/2015 09:34:20 PM,Normal
1019114,12,15,948.0,9224.0,241.0,0.0,79.0,116.7156607081734,1448.0,0.0,614.9333333333334,676.0667197280233,9981.218980408472,26.493601304662675,39196.69230769231,195873.2995870073,999476.0,2.0,1017036.0,92457.8181818182,300846.6744023667,999476.0,4.0,1018577.0,72755.5,267251.73774803814,1001228.0,2.0,0,0,0,0,392,488,11.77493391318341,14.718667391479263,0.0,1448.0,363.28571428571433,564.3898611278514,318535.91534391535,1,4,0,10,25,0,0,0,1.0,376.7407407407408,79.0,614.9333333333333,0,0,0,0,5792,8688,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55327,80,59.166.0.0,149.171.126.6,22/01/2015 10:48:54 AM,Normal
340,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8823.529411764704,170.0,236.17366491630688,337.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2941.176470588235,5882.35294117647,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,39096,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60349,20348,59.166.0.6,149.171.126.4,22/01/2015 12:04:33 PM,Normal
380,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7894.736842105262,190.0,264.45793616376875,377.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2631.578947368421,5263.157894736842,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10090,25,59.166.0.6,149.171.126.4,22/01/2015 07:37:18 PM,Normal
341,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8797.653958944282,170.5,234.0523445727472,336.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2932.551319648094,5865.102639296188,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,23168,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12306,12523,59.166.0.0,149.171.126.6,22/01/2015 09:43:26 AM,Normal
1644387,7,27,0.0,32674.0,0.0,0.0,0.0,0.0,1460.0,0.0,1210.148148148148,537.3824525278997,19870.018432400644,20.676397952550097,49829.90909090909,213655.4279932064,1224404.0,1.0,1644247.0,274041.1666666666,522549.3954532593,1327069.0,1.0,1526352.0,58705.84615384614,258921.0016179749,1312241.0,1.0,0,0,0,0,172,556,4.256905460819138,16.41949249173096,0.0,1460.0,933.542857142857,697.6025896663828,486649.3731092436,2,4,0,0,32,0,0,0,3.0,961.0,0.0,1210.148148148148,7,0,27,32674,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59803,59850,175.45.176.1,149.171.126.12,22/01/2015 09:26:31 AM,Exploits
47604,52,53,486.0,34306.0,66.0,0.0,9.346153846153848,19.681667209175394,1300.0,0.0,647.2830188679245,613.2651383361062,730862.952693051,2205.69700025208,457.7307692307691,1071.0467634653023,6784.0,1.0,46652.0,914.7450980392156,1684.965445855045,7017.0,1.0,47114.0,906.0384615384615,1728.9650078852678,7014.0,1.0,0,0,0,0,1672,1704,1092.3451810772203,1113.3518191748592,0.0,1300.0,328.2264150943396,537.784082766076,289211.7196765498,1,4,0,52,103,0,0,0,1.0,331.35238095238094,9.346153846153848,647.2830188679245,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59316,65392,59.166.0.2,149.171.126.0,22/01/2015 12:53:04 PM,Normal
343,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8746.355685131195,171.5,238.2949852598665,340.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2915.451895043732,5830.903790087464,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,28960,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2200,33012,59.166.0.5,149.171.126.7,22/01/2015 12:47:56 PM,Normal
17690,44,45,454.0,28118.0,66.0,0.0,10.318181818181818,19.989267733569253,1300.0,0.0,624.8444444444445,633.1287013911567,1615149.8021481065,5031.091011871114,201.0227272727272,464.1592071611599,3767.0,1.0,16701.0,388.3953488372094,726.5636058262104,4011.0,1.0,17156.0,389.9090909090908,732.1322417776156,4056.0,1.0,0,0,0,0,1416,1448,2487.280949689089,2543.810062182024,0.0,1300.0,317.46666666666664,542.1355027765536,293910.9033707866,1,4,0,44,87,0,0,0,1.0,321.03370786516854,10.318181818181818,624.8444444444444,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39505,7804,59.166.0.6,149.171.126.6,22/01/2015 10:12:12 AM,Normal
168954,31,25,3132.0,1088.0,1212.0,0.0,101.03225806451611,303.8907132365151,445.0,0.0,43.52,121.45613748729758,24977.212732459724,331.45116422221435,3071.8909090909096,15669.773231799716,114068.0,1.0,168588.0,5619.599999999999,21298.15702986917,115393.0,1.0,168366.0,7015.25,23485.46189944824,114068.0,1.0,0,0,0,0,1000,808,183.4818944801544,147.96926974205996,0.0,1212.0,74.03508771929826,238.1431116031073,56712.14160401,2,4,0,26,54,0,0,0,0.0,75.35714285714286,101.03225806451611,43.52,0,0,0,0,5792,17376,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11659,5190,59.166.0.1,149.171.126.1,18/02/2015 03:29:43 AM,Normal
333,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9009.009009009009,166.5,231.22391744800103,330.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,3003.003003003003,6006.006006006006,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,7240,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56131,28009,59.166.0.6,149.171.126.4,22/01/2015 09:59:23 AM,Normal
63695,58,59,470.0,43334.0,66.0,0.0,8.103448275862071,18.32713418813508,1300.0,0.0,734.4745762711865,625.126534940981,687714.8912787503,1836.8788758929272,549.0948275862066,1382.257422564221,9713.0,1.0,59166.0,1037.9999999999998,1968.8516776464976,10010.0,1.0,63205.0,1089.7413793103449,2007.03886412729,9989.0,1.0,0,0,0,0,1864,1896,910.5895282204254,926.2893476725018,0.0,1300.0,371.2203389830509,571.8104720911,326967.2159930466,1,4,0,58,115,0,0,0,1.0,374.3931623931624,8.10344827586207,734.4745762711865,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64230,14756,59.166.0.0,149.171.126.7,22/01/2015 05:49:30 PM,Normal
343,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8746.355685131195,171.5,236.88077169749343,339.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32,64,2915.451895043732,5830.903790087464,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24984,25,59.166.0.8,149.171.126.0,22/01/2015 11:00:46 AM,Normal
336,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8928.57142857143,168.0,230.5168106668145,331.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2976.190476190476,5952.380952380952,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,10136,10136,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30573,6881,59.166.0.9,149.171.126.6,22/01/2015 10:03:35 AM,Normal
