Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,src_nunique_dst_port,src_nunique_dst_ip,src_count,dst_nunique_src_ip,dst_nunique_src_port,ratio_fwd_bwd_pkts,ratio_fwd_bwd_bytes,ratio_duration_per_pkt,src_dst_ip_ratio,src_dst_port_ratio,pkt_len_cv,flow_iat_cv,duration_zscore,pkt_len_mean_zscore,Protocol,Src Port,Dst Port,Src IP,Dst IP,Timestamp,Activity
3670,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.4386920980926,1835.0,1094.6012972767755,2609.0,1061.0,2609.0,2609.0,0.0,2609.0,2609.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,544.9591280653951,272.4795640326976,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0,-1,255,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58290,80,10.0.0.1,10.0.0.3,14/02/2025 06:58:46,XLoader-infection-traffic
143596,14,11,1084.0,5395.0,241.0,0.0,77.42857142857143,93.68828371517168,1360.0,0.0,490.4545454545454,639.1502739788764,45119.64121563275,174.09955709072676,5983.166666666668,9799.456101440426,30656.0,0.0,143589.0,11045.307692307691,15621.752389881529,47772.0,7.0,142909.0,14290.899999999998,15644.086063642922,39750.0,0.0,0,0,0,0,292,244,97.495751970807,76.60380511991977,0.0,1360.0,249.1923076923077,461.07075545783806,212586.2415384616,0,1,0,0,0,0,0,0,0.0,259.16,77.42857142857143,490.45454545454544,14,1084,11,5395,-1,501,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53069,443,10.0.0.2,10.0.0.3,08/02/2025 16:08:45,Normal
37043764,12,18,6442.0,6202.0,1460.0,0.0,536.8333333333334,625.6436443351516,1460.0,0.0,344.55555555555554,560.2222481482339,341.3260056402476,0.8098529080360192,1277371.172413793,4947819.418021395,24120070.0,0.0,12841294.0,1167390.3636363638,3688240.004064846,12285894.0,4.0,37043764.0,2179044.9411764704,6402159.808169754,24169798.0,0.0,0,0,0,0,240,376,0.3239411632144077,0.4859117448216115,0.0,1460.0,407.8709677419354,579.633662579822,335975.18279569893,0,1,0,0,0,0,0,0,1.0,421.4666666666666,536.8333333333334,344.55555555555554,12,6442,18,6202,-1,64240,7,0,318837.5,246327.0111873645,493017.0,144658.0,18202982.0,8368026.099355092,24120070.0,12285894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53497,443,10.0.0.3,10.0.0.2,15/02/2025 11:42:04,Lumma-Family
127153,2,5,444.0,394.0,444.0,0.0,222.0,313.9554108468271,394.0,0.0,78.8,176.20215662698342,6590.48547812478,55.05178800342895,21192.166666666668,20029.01123287584,44764.0,242.0,10447.0,10447.0,0.0,10447.0,10447.0,127153.0,31788.25,23266.04745654061,55484.0,242.0,0,0,0,0,40,124,15.729082286693984,39.32270571673496,0.0,444.0,104.75,194.41909812126408,37798.78571428572,0,1,0,0,0,0,0,0,2.0,119.71428571428572,222.0,78.8,2,444,5,394,-1,261,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59170,80,10.0.0.1,10.0.0.2,15/02/2025 03:19:20,XLoader-infection-traffic
9972,3,2,296.0,0.0,296.0,0.0,98.66666666666666,170.89567968012923,0.0,0.0,0.0,0.0,29683.11271560369,501.4039310068191,2493.0,4280.4425783634415,8895.0,17.0,1060.0,530.0,379.0092347159895,798.0,262.0,8895.0,8895.0,0.0,8895.0,8895.0,0,0,0,0,60,64,300.84235860409143,200.56157240272765,0.0,296.0,49.333333333333336,120.84149397730346,14602.666666666668,0,1,0,0,0,0,0,0,0.0,59.2,98.66666666666669,0.0,3,296,2,0,-1,42340,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51983,853,10.0.0.3,10.0.0.1,04/02/2025 13:18:22,Normal
34034,1,2,34.0,148.0,34.0,34.0,34.0,0.0,114.0,34.0,74.0,56.56854249492381,5347.5935828877,88.14714697067637,17017.0,24054.35848240397,34026.0,8.0,0.0,0.0,0.0,0.0,0.0,34034.0,34034.0,0.0,34034.0,34034.0,0,0,0,0,8,16,29.3823823235588,58.76476464711759,34.0,114.0,54.0,40.0,1600.0,0,0,0,0,0,0,0,0,2.0,72.0,34.0,74.0,1,34,2,148,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51640,53,10.0.0.2,10.0.0.3,10/02/2025 02:15:54,Normal
90252314,25,13,8906.0,1143.0,1360.0,0.0,356.24000000000007,501.57055668503256,800.0,0.0,87.92307692307693,224.87198637538265,111.34340555523042,0.4210418361129223,2439251.7297297297,10315494.108651076,45007991.0,0.0,90219245.0,3759135.2083333335,12715117.758605853,45049027.0,0.0,90252314.0,7521026.166666667,17524394.028657913,45042142.0,60.0,0,0,0,0,512,308,0.2770012079690278,0.1440406281438944,0.0,1360.0,257.66666666666663,439.15105501729926,192853.649122807,0,1,0,0,0,0,0,0,0.0,264.44736842105266,356.24,87.92307692307692,25,8906,13,1143,-1,41,20,0,104736.0,99822.26430010491,175321.0,34151.0,45004884.5,4393.254431512019,45007991.0,45001778.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54008,443,10.0.0.3,10.0.0.2,09/02/2025 21:08:07,Normal
64602999,8,9,232.0,1285.0,29.0,29.0,29.0,0.0,157.0,29.0,142.77777777777777,42.66666666666666,23.48188200984292,0.2631456784227617,4037687.438,4771963.403295586,10000373.0,57.0,53167097.0,7595299.571428572,4920126.610195916,10558914.0,57.0,64602999.0,8075374.875000001,4598042.992337266,10972982.0,603209.0,0,0,0,0,64,72,0.1238332604342408,0.1393124179885209,29.0,157.0,85.88888888888887,65.44767904830893,4283.398692810456,0,0,0,0,0,0,0,0,1.0,90.94117647058825,29.0,142.77777777777777,8,232,9,1285,-1,-1,8,0,495923.1666666667,88790.06304855667,603209.0,395769.0,9998291.333333332,2450.8642285254023,10000373.0,9995282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53976,4430,10.0.0.1,10.0.0.3,01/02/2025 20:27:38,Normal
91219560,12,9,1299.0,3059.0,641.0,0.0,108.25,185.0469842057318,1452.0,0.0,339.8888888888889,531.1227363906681,47.77484127307783,0.23021378309652,4560978.0,20090643.386603463,89915540.0,0.0,90978128.0,8270738.909090909,27078823.95651028,89915540.0,35.0,1263342.0,157917.74999999997,116800.09355396204,247479.0,0.0,0,0,0,0,240,204,0.1315507331980114,0.0986630498985086,0.0,1452.0,198.0909090909091,374.830362785355,140497.80086580085,0,1,0,0,0,0,0,0,0.0,207.52380952380952,108.25,339.8888888888889,12,1299,9,3059,-1,16380,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61437,443,10.0.0.2,10.0.0.3,04/02/2025 20:03:11,Normal
26239,1,2,30.0,194.0,30.0,30.0,30.0,0.0,164.0,30.0,97.0,94.75230867899737,8536.91070543847,114.33362551926524,13119.5,18532.561628118223,26224.0,15.0,0.0,0.0,0.0,0.0,0.0,26239.0,26239.0,0.0,26239.0,26239.0,0,0,0,0,8,16,38.11120850642174,76.22241701284348,30.0,164.0,63.5,67.0,4489.0,0,0,0,0,0,0,0,0,2.0,84.66666666666667,30.0,97.0,1,30,2,194,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62589,53,10.0.0.3,10.0.0.2,09/02/2025 18:58:02,Normal
27586,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.50054375407815,27586.0,0.0,27586.0,27586.0,0.0,0.0,0.0,0.0,0.0,27586.0,27586.0,0.0,27586.0,27586.0,0,0,0,0,0,40,0.0,72.50054375407815,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53879,443,10.0.0.2,10.0.0.1,09/02/2025 20:41:36,Normal
36245,1,2,53.0,163.0,53.0,53.0,53.0,0.0,110.0,53.0,81.5,40.30508652763321,5959.442681749207,82.77003724651676,18122.5,25623.42842985692,36241.0,4.0,0.0,0.0,0.0,0.0,0.0,36245.0,36245.0,0.0,36245.0,36245.0,0,0,0,0,8,16,27.590012415505587,55.18002483101117,53.0,110.0,67.25,28.5,812.25,0,0,0,0,0,0,0,0,2.0,89.66666666666667,53.0,81.5,1,53,2,163,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62516,53,10.0.0.2,10.0.0.3,10/02/2025 00:48:12,Normal
115986,1,2,35.0,124.0,35.0,35.0,35.0,0.0,89.0,35.0,62.0,38.18376618407357,1370.8551032021105,25.865190626454915,57993.0,82001.75920064154,115977.0,9.0,0.0,0.0,0.0,0.0,0.0,115986.0,115986.0,0.0,115986.0,115986.0,0,0,0,0,8,16,8.621730208818306,17.243460417636612,35.0,89.0,48.5,27.0,729.0,0,0,0,0,0,0,0,0,2.0,64.66666666666667,35.0,62.0,1,35,2,124,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60438,53,10.0.0.3,10.0.0.1,06/02/2025 04:34:36,Normal
39931,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1295985575117,19965.5,10031.72390469355,27059.0,12872.0,0.0,0.0,0.0,0.0,0.0,39931.0,19965.5,10031.72390469355,27059.0,12872.0,0,0,0,0,0,60,0.0,75.1295985575117,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50686,443,10.0.0.2,10.0.0.1,10/02/2025 02:20:50,Normal
15040298,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6648804431933463,1671144.2222222222,2741029.1297071152,8004675.0,10.0,15040282.0,1880035.25,2852672.238251293,8004675.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,288,32,0.5983923988740116,0.0664880443193346,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,0,1,0,-1,65535,0,0,7035609.0,0.0,7035609.0,7035609.0,8004675.0,0.0,8004675.0,8004675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62391,443,10.0.0.1,10.0.0.3,10/02/2025 00:54:07,Normal
70222,0,2,0.0,266.0,0.0,0.0,0.0,0.0,229.0,37.0,133.0,135.7645019878171,3787.986670843895,28.48110278829996,70222.0,0.0,70222.0,70222.0,0.0,0.0,0.0,0.0,0.0,70222.0,70222.0,0.0,70222.0,70222.0,0,0,0,0,0,16,0.0,28.48110278829996,37.0,229.0,101.0,110.85125168440814,12288.0,0,0,0,0,0,0,0,0,0.0,151.5,0.0,133.0,0,0,2,266,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64031,53,10.0.0.3,10.0.0.2,12/02/2025 18:14:39,Normal
35,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57142.857142857145,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,0,0,0,0,0,40,0.0,57142.857142857145,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,443,63247,10.0.0.1,10.0.0.2,05/02/2025 07:35:44,Normal
30987,0,2,0.0,349.0,0.0,0.0,0.0,0.0,317.0,32.0,174.5,201.52543263816605,11262.787620615096,64.54319553361087,30987.0,0.0,30987.0,30987.0,0.0,0.0,0.0,0.0,0.0,30987.0,30987.0,0.0,30987.0,30987.0,0,0,0,0,0,16,0.0,64.54319553361087,32.0,317.0,127.0,164.54482671904336,27075.0,0,0,0,0,0,0,0,0,0.0,190.5,0.0,174.5,0,0,2,349,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,59990,53,10.0.0.1,10.0.0.2,11/02/2025 07:40:18,Normal
43485,2,5,0.0,542.0,0.0,0.0,0.0,0.0,271.0,0.0,108.4,148.43281308390002,12464.068069449237,160.97504886742553,7247.5,15869.005901441968,39526.0,8.0,8.0,8.0,0.0,8.0,8.0,43485.0,10871.25,19162.428419087875,39526.0,63.0,0,0,0,0,40,100,45.992871104978725,114.9821777624468,0.0,271.0,67.75,125.44862351918071,15737.357142857143,1,0,0,0,1,0,0,0,2.0,77.42857142857143,0.0,108.4,2,0,5,542,-1,32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53857,443,10.0.0.2,10.0.0.3,09/02/2025 20:28:00,Normal
92198562,79,62,21778.0,66247.0,1250.0,31.0,275.6708860759493,475.81707650667465,1452.0,23.0,1068.5,513.5438350246288,954.732894857948,1.52930801675627,658561.1571428572,7601453.506270116,89940731.0,0.0,2218734.0,28445.30769230768,198953.79439329248,1748610.0,1.0,92198562.0,1511451.8360655736,11513280.438054817,89940731.0,0.0,0,0,0,0,632,496,0.8568463356293996,0.6724616811268705,23.0,1452.0,628.6971830985908,630.0441838546166,396955.6736090299,0,0,0,0,0,0,0,0,0.0,633.1560283687943,275.67088607594934,1068.5,79,21778,62,66247,-1,-1,79,0,2257831.0,0.0,2257831.0,2257831.0,89940731.0,0.0,89940731.0,89940731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55287,443,10.0.0.2,10.0.0.1,09/02/2025 18:48:23,Normal
32033,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.43561327381138,32033.0,0.0,32033.0,32033.0,0.0,0.0,0.0,0.0,0.0,32033.0,32033.0,0.0,32033.0,32033.0,0,0,0,0,0,40,0.0,62.43561327381138,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,511,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51180,443,10.0.0.1,10.0.0.3,09/02/2025 21:25:04,Normal
116389752,25,25,655.0,659.0,40.0,25.0,26.2,4.153311931459037,29.0,25.0,26.36,0.9073771725877476,11.289653748897068,0.4295910863355048,2375301.061224489,2493734.2256690687,5001116.0,24654.0,111333993.0,4638916.375,1403201.1697779633,5068850.0,83221.0,116365098.0,4848545.750000001,1021108.7740580247,5068950.0,54643.0,0,0,0,0,200,200,0.2147955431677524,0.2147955431677524,25.0,40.0,26.25490196078432,2.9519020122958146,8.71372549019608,0,0,0,0,0,0,0,0,1.0,26.78,26.2,26.36,25,655,25,659,-1,-1,25,0,537756.2857142859,2207809.103620038,10173399.0,46287.0,5000636.38095238,293.50238094276426,5001116.0,5000178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64225,443,10.0.0.3,10.0.0.2,01/02/2025 05:30:45,Normal
