id,expiration_id,Src IP,src_mac,src_oui,Src Port,Dst IP,dst_mac,dst_oui,Dst Port,Protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Activity,Stage,DefenderResponse,Signature,source_file,Timestamp
4357,0,10.1.1.6,fa:16:3e:d9:a8:74,fa:16:3e,50314,68.65.122.10,fa:16:3e:11:b8:2f,fa:16:3e,443,6,4,0,0,1623943661135,1623943679427,18292,38,20449,1623943661135,1623943679403,18268,19,3175,1623943661160,1623943679427,18267,19,17274,66,538.1315789473684,1147.658513365427,5658,66,167.10526315789474,190.70218047370847,583,66,909.157894736842,1542.8640489959605,5658,0,494.3783783783784,1855.5134562126427,10167,0,1014.8888888888888,2597.3989226529475,10167,0,1014.8333333333331,2602.141160207697,10192,2,0,0,0,37,15,0,2,1,0,0,0,18,6,0,1,1,0,0,0,19,9,0,1,TLS,Web,0,privateemail.com,1fd36067223570569bbf156fece40978,eb1d94daa7e0344597e756a1fb6e7054,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-17 15:27:41.135
10370,0,10.1.3.10,fa:16:3e:ef:29:f8,fa:16:3e,44604,68.65.122.10,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1623692196430,1623692196454,24,3,202,1623692196430,1623692196454,24,2,128,1623692196454,1623692196454,0,1,74,54,67.33333333333333,11.547005383792513,74,54,64.0,14.142135623730953,74,74,74.0,0.0,74,0,12.0,16.97056274847714,24,24,24.0,0.0,24,0,0.0,0.0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,TLS,Web,1,,,,,,Normal,Benign,Benign,,net1013x_Flow_labeled.csv,2021-06-14 17:36:36.430
851,0,10.1.4.14,fa:16:3e:6f:d7:ed,fa:16:3e,41809,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1623672009862,1623672012867,3005,4,852,1623672009862,1623672012867,3005,4,852,0,0,0,0,0,213,213.0,0.0,213,213,213.0,0.0,213,0,0.0,0.0,0,1001,1001.6666666666666,0.577350269189634,1002,1001,1001.6666666666666,0.577350269189634,1002,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,,,,,,Normal,Benign,Benign,,net1014x_Flow_labeled.csv,2021-06-14 12:00:09.862
116177,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,51618,142.250.188.227,fa:16:3e:b5:c4:4c,fa:16:3e,80,6,4,0,0,1624986917362,1624986917556,194,11,1794,1624986917362,1624986917556,194,6,754,1624986917375,1624986917556,181,5,1040,54,163.0909090909091,230.08757226128253,768,54,125.66666666666669,154.1864671969193,440,66,208.0,313.0686825602331,768,0,19.4,28.768037819774925,80,0,38.8,45.86610949273985,99,4,45.25,42.07433897282285,83,2,0,0,0,8,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,5,1,0,1,HTTP.Google,Web,0,ocsp.pki.goog,,,Mozilla/5.0 (X11; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,application/ocsp-response,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 17:15:17.362
25026,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,41444,35.232.111.17,fa:16:3e:2b:10:fa,fa:16:3e,80,6,4,0,0,1623300733661,1623300733908,247,10,911,1623300733661,1623300733826,165,5,425,1623300733743,1623300733908,165,5,486,66,91.09999999999998,50.88210774809637,214,66,85.0,38.17066936798464,153,66,97.2,65.38501357344815,214,0,27.444444444444446,40.66974032100251,82,0,41.25,47.05581791872287,82,0,41.25,47.05581791872287,82,2,0,0,0,9,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,5,1,0,1,HTTP.UbuntuONE,Cloud,0,connectivity-check.ubuntu.com,,,,,Normal,Benign,Benign,,net1013x_Flow_labeled.csv,2021-06-10 04:52:13.661
14414,0,192.168.0.9,fa:16:3e:1f:f8:41,fa:16:3e,49744,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1623074797160,1623074799161,2001,3,642,1623074797160,1623074799161,2001,3,642,0,0,0,0,0,214,214.0,0.0,214,214,214.0,0.0,214,0,0.0,0.0,0,1000,1000.5,0.7071067811865476,1001,1000,1000.5,0.7071067811865476,1001,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-07 14:06:37.160
44879,0,10.1.1.11,fa:16:3e:2c:fe:de,fa:16:3e,54131,8.8.8.8,fa:16:3e:11:b8:2f,fa:16:3e,53,17,4,0,0,1623093532626,1623093532642,16,2,264,1623093532626,1623093532626,0,1,100,1623093532642,1623093532642,0,1,164,100,132.0,45.254833995939045,164,100,100.0,0.0,100,164,164.0,0.0,164,16,16.0,0.0,16,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Amazon,Web,0,d2nxq2uap88usk.cloudfront.net,,,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-07 19:18:52.626
57318,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,37010,13.224.42.27,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1624302664082,1624302664111,29,19,8853,1624302664082,1624302664108,26,10,1639,1624302664085,1624302664111,26,9,7214,54,465.9473684210526,882.3910995876935,2862,66,163.9,185.63312084742736,583,54,801.5555555555555,1213.4091551400866,2862,0,1.6111111111111107,1.576999716098631,5,0,2.8888888888888884,2.3154073315749675,6,0,3.25,2.549509756796392,8,2,0,0,0,16,8,2,2,1,0,0,0,9,4,0,1,1,0,0,0,7,4,2,1,TLS,Web,0,tracking-protection.cdn.mozilla.net,1fd36067223570569bbf156fece40978,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-21 19:11:04.082
62399,0,10.1.3.12,fa:16:3e:c8:e6:95,fa:16:3e,49541,8.8.8.8,fa:16:3e:2b:10:fa,fa:16:3e,53,17,4,0,0,1625012491551,1625012491566,15,2,207,1625012491551,1625012491551,0,1,66,1625012491566,1625012491566,0,1,141,66,103.5,53.03300858899106,141,66,66.0,0.0,66,141,141.0,0.0,141,15,15.0,0.0,15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,ubuntu,,,,,Normal,Benign,Benign,,net1013x_Flow_labeled.csv,2021-06-30 00:21:31.551
10592,0,10.1.2.17,fa:16:3e:a2:d6:e6,fa:16:3e,36432,13.224.42.5,fa:16:3e:47:8b:b9,fa:16:3e,443,6,4,0,0,1623959149404,1623959149431,27,57,63735,1623959149404,1623959149428,24,20,2285,1623959149407,1623959149431,24,37,61450,54,1118.157894736842,1535.5238727905771,9852,66,114.25000000000004,135.6015350790303,583,54,1660.8108108108108,1671.9683981236974,9852,0,0.4821428571428571,0.9721779004533432,3,0,1.2631578947368425,1.7901615465016276,6,0,0.6666666666666664,1.4928400545843576,6,2,0,0,0,54,11,2,2,1,0,0,0,19,4,0,1,1,0,0,0,35,7,2,1,TLS,Web,0,tracking-protection.cdn.mozilla.net,1fd36067223570569bbf156fece40978,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,Benign,Benign,,net1012x_Flow_labeled.csv,2021-06-17 19:45:49.404
123263,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,59981,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1624323042043,1624323042058,15,4,576,1624323042043,1624323042043,0,2,168,1624323042057,1624323042058,1,2,408,84,144.0,71.37226352022192,225,84,84.0,0.0,84,183,204.0,29.698484809834994,225,0,5.0,7.810249675906653,14,0,0.0,0.0,0,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,ssum-sec.casalemedia.com,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-22 00:50:42.043
1248,0,10.1.2.11,fa:16:3e:10:2d:11,fa:16:3e,46966,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1624874734142,1624874737146,3004,4,852,1624874734142,1624874737146,3004,4,852,0,0,0,0,0,213,213.0,0.0,213,213,213.0,0.0,213,0,0.0,0.0,0,1001,1001.3333333333334,0.577350269189634,1002,1001,1001.3333333333334,0.577350269189634,1002,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,,,,,,Normal,Benign,Benign,,net1012x_Flow_labeled.csv,2021-06-28 10:05:34.142
100367,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,47131,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1623361430818,1623361430833,15,2,206,1623361430818,1623361430818,0,1,87,1623361430833,1623361430833,0,1,119,87,103.0,22.62741699796952,119,87,87.0,0.0,87,119,119.0,0.0,119,15,15.0,0.0,15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Cloud,0,daisy.ubuntu.com,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-10 21:43:50.818
113962,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,59335,142.250.68.3,fa:16:3e:b5:c4:4c,fa:16:3e,443,17,4,0,0,1625093060535,1625093060652,117,16,6342,1625093060535,1625093060637,102,9,3685,1625093060557,1625093060652,95,7,2657,67,396.375,518.5254574271161,1392,75,409.4444444444445,564.4736732370943,1392,67,379.5714285714286,496.7346230275133,1392,0,7.799999999999999,9.879271228182777,25,0,12.75,11.170752628436198,26,0,15.833333333333332,17.679555047191286,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUIC.GoogleServices,Web,0,clientservices.googleapis.com,9186382ceb3697c70e43806a188243c2,,Chrome/91.0.4472.114 Windows NT 10.0; Win64; x64,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-30 22:44:20.535
188378,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,47862,13.224.42.50,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1625004342329,1625004342374,45,29,12620,1625004342329,1625004342374,45,16,2138,1625004342332,1625004342373,41,13,10482,66,435.1724137931035,1159.9749094874396,5756,66,133.62500000000003,136.72496723958892,579,66,806.3076923076924,1686.9408399336053,5756,0,1.6071428571428572,3.7647417472225664,20,0,3.0,5.1823877563477305,21,0,3.416666666666667,6.459078647121196,23,2,0,0,0,28,12,0,2,1,0,0,0,15,7,0,1,1,0,0,0,13,5,0,1,TLS,Web,0,content-signature-2.cdn.mozilla.net,1fd36067223570569bbf156fece40978,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 22:05:42.329
61659,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,60737,13.224.41.117,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1623088637140,1623088637171,31,27,80274,1623088637140,1623088637168,28,13,1676,1623088637143,1623088637171,28,14,78598,54,2973.1111111111104,6667.170916186343,25434,54,128.9230769230769,164.96942218608348,571,54,5614.142857142857,8560.152926897284,25434,0,1.1923076923076923,1.233506571339797,4,0,2.333333333333333,2.14617347995464,5,0,2.1538461538461537,2.339734808553947,8,2,0,0,0,24,11,2,2,1,0,0,0,12,4,0,1,1,0,0,0,12,7,2,1,TLS,Web,0,tracking-protection.cdn.mozilla.net,1fd36067223570569bbf156fece40978,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-07 17:57:17.140
219221,0,10.1.2.17,fa:16:3e:e6:67:36,fa:16:3e,55994,52.86.239.227,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1625010729721,1625010729721,0,1,223,1625010729721,1625010729721,0,1,223,0,0,0,0,0,223,223.0,0.0,223,223,223.0,0.0,223,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,TLS.Amazon,Web,1,,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 23:52:09.721
112495,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,123,217.147.208.1,fa:16:3e:b5:c4:4c,fa:16:3e,123,17,4,0,0,1625092823444,1625092823598,154,2,180,1625092823444,1625092823444,0,1,90,1625092823598,1625092823598,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,154,154.0,0.0,154,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-30 22:40:23.444
